"JDate","SR","RH","AT","PR"
16892,16282.35,100,24.0677083333333,0
16893,25004.99,100,24.3947916666667,0
16894,25948.2,99.325,24.040625,0
16895,24875.73,88.4666666666667,24.93125,0.508
16896,21833.26,80.24375,25.6791666666667,0
16897,22627.93,80.4510416666667,25.95625,0
16898,25842.14,80.2177083333333,26.2958333333333,0
16899,20116.82,83.8322916666667,26.3145833333333,0
16900,18704.17,85.5270833333333,26.4760416666667,0.508
16901,15176.15,87.8760416666667,25.8833333333333,0.508
16902,12429.01,86.775,25.6791666666667,0.508
16903,16419.19,78.79375,26.021875,0.254
16904,22436.04,77.8020833333333,25.5885416666667,0.762
16905,20507.06,81.86875,24.8166666666667,3.302
16906,19742.94,82.8947916666667,24.771875,0.508
16907,26444.09,78.5520833333333,25.65625,0
16908,27365.7,79.371875,25.840625,0
16909,15727.8,88.4489583333333,25.6520833333333,1.016
16910,23723.18,84.41875,26.69375,0
16911,12632.84,91.778125,25.884375,11.176
16912,18290.46,86.790625,27.0427083333333,0
16913,20898.95,84.6145833333333,27.5604166666667,0
16914,12771.28,86.5291666666667,26.796875,0.254
16915,6192.02,89.6552083333333,25.828125,2.54
16916,10800,91.5395833333333,24.528125,1.524
16917,17793.54,89.4916666666667,24.9625,0.508
16918,20450.98,85.796875,26.03125,0
16919,20204.12,86.94375,25.9333333333333,13.716
16920,25852.2,79.5552083333333,26.325,0
16921,24602.67,79.6875,26.35625,0
16922,26292.74,76.665625,26.4875,0
16923,18885.22,80.85,26.3666666666667,10.16
16924,24472.84,80.734375,26.709375,1.27
16925,12070.9,88.246875,26.0302083333333,18.034
16926,8010.51,92.5625,25.0489583333333,31.242
16927,8621.17,91.6260416666667,25.265625,10.414
16928,16403.08,91.5833333333333,25.2739583333333,21.082
16929,15721.63,90.86875,25.609375,1.778
16930,20179.47,87.3416666666667,26.334375,0.254
16931,14136.08,88.925,26.1270833333333,0
16932,21162.1,88.7770833333333,26.190625,5.588
16933,23147.32,86.2302083333333,26.684375,0
16934,21680.42,81.6677083333333,26.9583333333333,0
16935,11831.38,87.753125,25.9875,0.254
16936,17299.76,88.2239583333333,26.575,8.636
16937,12540.06,90.08125,25.9208333333333,21.844
16938,9892.4,91.603125,25.578125,0.508
16939,15401.51,89.5364583333333,26.034375,16.256
16940,7916.05,95.0520833333333,24.953125,35.306
16941,16097.65,92.9427083333333,25.2927083333333,52.578
16942,12112.39,91.4572916666667,25.8791666666667,7.62
16943,12217.08,90.9916666666667,25.4802083333333,14.478
16944,17620.47,87.2770833333333,25.9354166666667,1.524
16945,21266.01,84.6,26.659375,0
16946,22517.4,85.4729166666667,27.1104166666667,0
16947,8055.94,93.1604166666667,25.5145833333333,8.89
16948,7114.78,93.1697916666667,24.7770833333333,23.368
16949,7613.92,92.825,25.0572916666667,37.084
16950,1632.76,95.9666666666667,23.7364583333333,53.34
16951,14867.24,90.3020833333333,25.34375,0
16952,17624.39,89.4895833333333,26.3229166666667,3.556
16953,11863.52,89.221875,26.0854166666667,0.508
16954,9247.08,90.4802083333333,25.1395833333333,0.254
16955,12536.3,91.171875,25.4375,0
16956,16663.03,91.3541666666667,25.5125,1.016
16957,10204.45,91.4989583333333,25.271875,1.016
16958,18786.74,83.1947916666667,26.0729166666667,0.254
16959,19719.71,82.8791666666667,26.2625,0
16960,13203.2,90.2885416666667,25.546875,0.762
16961,17434.47,87.5947916666667,25.2791666666667,0.254
16962,4864.19,96.3520833333333,23.4114583333333,35.306
16963,15972.43,88.3916666666667,25.340625,0
16964,22264.53,85.5,26.3989583333333,0
16965,9623.24,91.2260416666667,25.6395833333333,0
16966,12621.78,88.4895833333333,25.6333333333333,0
16967,10340.79,89.5572916666667,25.7072916666667,0
16968,14805.22,91.0552083333333,25.4822916666667,15.748
16969,15498.61,88.7208333333333,26.2447916666667,2.794
16970,13937.17,84.8572916666667,27.109375,1.016
16971,11711.3,90.9854166666667,25.9385416666667,17.018
16972,11002.48,92.3458333333333,25.5885416666667,7.874
16973,10924.7,90.35,25.6635416666667,2.032
16974,20468.92,87.9166666666667,26.2854166666667,0
16975,14761.27,89.05625,26.415625,3.048
16976,21401.31,86.9354166666667,26.496875,0.254
16977,19096.51,85.7916666666667,27.1125,0
16978,14465.33,90.8072916666667,26.1302083333333,9.652
16979,10523.08,91.9291666666667,25.7875,4.318
16980,15253.58,87.8260416666667,27.2739583333333,0.254
16981,20780.88,84.3770833333333,27.846875,0
16982,15207.13,85.2895833333333,27.784375,0.762
16983,18354.56,86.7322916666667,27.8552083333333,2.54
16984,23692.36,83.709375,28.3885416666667,0.254
16985,14495.61,87.2104166666667,27.4875,0
16986,11801.99,89.9458333333333,26.0208333333333,8.89
16987,7847.92,92.8885416666667,24.796875,5.842
16988,19460.34,85.9552083333333,26.925,0
16989,14308.84,89.1104166666667,26.6875,0.762
16990,5962.22,94.4302083333333,24.6604166666667,5.334
16991,15154.53,91.83125,25.6541666666667,5.842
16992,10588.44,90.1635416666667,26.18125,0
16993,17793.66,87.984375,25.7666666666667,6.096
16994,14981.61,90.6822916666667,26.5791666666667,3.302
16995,16462.08,89.7302083333333,25.9885416666667,16.002
16996,8193.54,91.4375,25.3083333333333,1.27
16997,17565.77,89.5,26.025,1.016
16998,17203.64,85.2552083333333,26.56875,10.922
16999,14509.22,90.359375,25.3864583333333,22.606
17000,21737.9,87.2666666666667,26.128125,9.906
17001,18405.02,91.0354166666667,25.8927083333333,54.102
17002,17519.18,90.9052083333333,26.3270833333333,9.398
17003,18509.4,90.9458333333333,25.6416666666667,32.512
17004,8200.6,93.2708333333333,24.93125,46.482
17005,9022.27,92.2395833333333,25.0864583333333,3.048
17006,17906.76,90.315625,25.9729166666667,2.032
17007,11766.44,87.7947916666667,26.6489583333333,0
17008,11791.56,91.8833333333333,24.7489583333333,18.034
17009,7283.29,94.8927083333333,23.8260416666667,12.954
17010,14257.01,93.0072916666667,24.196875,54.356
17011,11642.18,91.8572916666667,24.4354166666667,12.192
17012,21182.81,84.903125,25.8354166666667,0.254
17013,17632.21,86.4072916666667,26.384375,0
17014,20864.25,83.7760416666667,27.0635416666667,0
17015,9072.09,89.3958333333333,25.0552083333333,33.528
17016,18062,88.9395833333333,26.2885416666667,1.016
17017,15836.95,86.734375,27.0666666666667,0.762
17018,13317.47,88.0364583333333,26.18125,13.97
17019,19874.69,89.1427083333333,26.9458333333333,2.54
17020,21330.51,83.671875,27.646875,0
17021,11527.21,88.9489583333333,25.8447916666667,4.064
17022,3523.98,92.2666666666667,25.2416666666667,0.508
17023,20295.62,89.46875,26.5458333333333,22.86
17024,8233.08,93.8697916666667,24.5583333333333,11.43
17025,20749.57,87.7854166666667,25.834375,0.254
17026,18789.56,88.6041666666667,27.0708333333333,0
17027,18004.75,85.2354166666667,27.609375,0
17028,13986.79,86.678125,27.3625,7.112
17029,9056.93,91.53125,25.1927083333333,26.162
17030,19902.48,87.4833333333333,25.9604166666667,0.508
17031,5515.52,95.06875,24.0333333333333,32.258
17032,20703.19,87.4489583333333,25.5572916666667,0.508
17033,22496.25,88.0989583333333,25.9354166666667,9.144
17034,13389.39,91.2020833333333,26.34375,0.508
17035,16491.09,89.5666666666667,26.95,0
17036,10868.88,91.8197916666667,26.0635416666667,8.89
17037,13774.21,92.253125,25.1770833333333,15.494
17038,15044.41,91.5177083333333,25.00625,22.352
17039,8534.2,95.209375,23.7114583333333,17.78
17040,14021.62,87.16875,25.2229166666667,0.254
17041,20141.62,84.6041666666667,26.5697916666667,0
17042,20152.22,85.5583333333333,26.7552083333333,0
17043,10733.95,90.4385416666667,25.9052083333333,2.794
17044,13836.91,90.996875,26.115625,2.032
17045,9501.1,92.871875,24.6916666666667,13.462
17046,15525.82,91.7729166666667,25.4645833333333,2.286
17047,10674.42,91.1510416666667,25.6885416666667,1.016
17048,9568.36,93.2020833333333,24.821875,21.082
17049,15943.88,90.0916666666667,26.2083333333333,1.27
17050,7241.41,93.4552083333333,24.725,4.064
17051,16595.39,90.8260416666667,25.1822916666667,0.762
17052,16020.66,91.6447916666667,24.9552083333333,15.748
17053,12452.37,89.9520833333333,25.4572916666667,0
17054,16373.75,88.8614583333333,25.9708333333333,0
17055,15808.37,90.690625,25.9385416666667,2.286
17056,7819.06,91.0520833333333,25.365625,0.254
17057,11305.38,89.8645833333333,25.6229166666667,2.54
17058,11532.31,93.1270833333333,24.9166666666667,11.43
17059,14968.11,90.9354166666667,24.8520833333333,8.128
17060,7989.34,90.9260416666667,25.18125,0.254
17061,14168,89.1854166666667,25.86875,0
17062,14207.56,90.7708333333333,25.3854166666667,0.762
17063,14126.77,90.646875,25.74375,2.286
17064,13187.35,91.51875,24.609375,30.988
17065,16140.47,88.3572916666667,25.9114583333333,0.254
17066,15714.71,90.2989583333333,26.496875,0
17067,21559.16,85.734375,27.121875,0
17068,14778.82,85.7010416666667,26.5708333333333,0.762
17069,15270.35,89.5020833333333,25.0041666666667,0.254
17070,21969.33,83.5447916666667,26.4875,0
17071,12716.31,89.6177083333333,27.0583333333333,2.54
17072,18688.07,87.45625,27.4354166666667,0
17073,8419.04,91.8833333333333,25.8895833333333,8.636
17074,10121.15,92.40625,25.35625,6.35
17075,7394.81,90.884375,25.7479166666667,0.254
17076,16210.4,92.1604166666667,25.6916666666667,34.544
17077,4595.09,94.734375,24.20625,6.858
17078,14327.06,89.203125,25.4416666666667,0.254
17079,15873.07,89.2885416666667,25.8833333333333,0
17080,14653.33,89.58125,26.3677083333333,3.048
17081,13162.42,90.0666666666667,25.61875,6.096
17082,5432.36,92.9,24.5802083333333,2.286
17083,19687.01,88.984375,26.2447916666667,0
17084,10290.11,93.4916666666667,24.6833333333333,14.732
17085,12309.02,93.1947916666667,24.9645833333333,1.016
17086,17769.34,90.821875,25.215625,20.066
17087,7747.2,95.0083333333333,24.1677083333333,2.794
17088,14949.23,92.75625,24.8052083333333,5.08
17089,17333.92,89.8520833333333,25.2385416666667,18.034
17090,16492.42,89.5510416666667,25.4354166666667,20.828
17091,15202.05,89.653125,24.9541666666667,2.032
17092,13409.04,90.3270833333333,24.709375,1.27
17093,14513.25,87.8385416666667,24.975,10.414
17094,22185.02,81.0510416666667,25.546875,0.254
17095,22707.65,76.1145833333333,25.5895833333333,0
17096,23578.58,82.7260416666667,26.0666666666667,0
17097,22456.82,82.840625,26.13125,0
17098,12763.18,93.8010416666667,24.7541666666667,44.958
17099,17177.54,91.03125,25.4041666666667,4.572
17100,9761.34,93.1114583333333,25.6375,0.508
17101,13616.74,91.746875,26.09375,29.972
17102,7074.92,94.3395833333333,25.3625,29.972
17103,9332.3,92.5458333333333,25.10625,0.254
17104,17002.62,89.2333333333333,25.4041666666667,9.652
17105,14810.09,90.7260416666667,25.3875,0
17106,18207,89.9760416666667,25.5364583333333,9.652
17107,20836.5,87.1552083333333,25.8270833333333,2.032
17108,17984.38,88.6697916666667,26.03125,0.508
17109,20347.1,85.7583333333333,27.0979166666667,0
17110,11773.2,90.3489583333333,26.3354166666667,7.874
17111,13263.16,92.4479166666667,25.121875,16.002
17112,10913.41,93.621875,25.0270833333333,22.86
17113,8462.57,94.7625,24.5791666666667,12.446
17114,11254.66,93.2229166666667,24.7541666666667,4.318
17115,14941.41,91.8354166666667,25.3145833333333,10.16
17116,1456.13,95.7791666666667,23.715625,23.622
17117,10258.55,92.8302083333333,24.9520833333333,6.35
17118,10074.07,92.3572916666667,24.4354166666667,1.016
17119,11902.83,90.8197916666667,24.3791666666667,3.556
17120,8346.06,92.6385416666667,23.9479166666667,0.508
17121,15162.19,85.5989583333333,25.2666666666667,0
17122,12503.92,92.3375,24.759375,9.144
17123,13262.66,91.5927083333333,24.8375,2.032
17124,19468.44,88.409375,25.5395833333333,1.27
17125,15946.9,88.2822916666667,25.8166666666667,0.254
17126,1557.61,95.6229166666667,23.4697916666667,144.018
17127,5721.01,92.0604166666667,23.3875,29.972
17128,4988.24,88.1104166666667,24.29375,24.13
17129,8501.99,85.8333333333333,24.8645833333333,14.986
17130,7547.92,94.0552083333333,23.771875,33.02
17131,14364.36,91.6625,24.85,3.556
17132,15769.28,91.4760416666667,25.253125,0.254
17133,7349.77,94.303125,24.6197916666667,19.05
17134,12396.27,91.9947916666667,25.1208333333333,20.574
17135,18902.68,90.303125,25.8447916666667,0.508
17136,13070.76,91.1354166666667,26.3020833333333,0.508
17137,17024.16,82.9604166666667,26.8708333333333,0
17138,18139.71,83.7322916666667,26.746875,0
17139,15979.21,81.0375,26.3927083333333,0.254
17140,19032.42,85.1677083333333,25.653125,1.778
17141,19892.28,84.6958333333333,25.9260416666667,2.794
17142,17792.75,87.934375,25.6125,12.7
17143,17932.72,90.4552083333333,25.0770833333333,4.826
17144,8734.45,92.8354166666667,25.1604166666667,14.224
17145,9692.22,93.5958333333333,25.0958333333333,12.446
17146,9156.22,91.890625,25.2708333333333,8.382
17147,18609.55,87.1229166666667,25.68125,0.254
17148,15287.05,90.1385416666667,25.153125,5.08
17149,18613.73,89.825,25.134375,5.334
17150,11044.9,91.3135416666667,24.6645833333333,0.254
17151,18532.6,87.9958333333333,25.0822916666667,2.794
17152,18188.98,84.6052083333333,26.35625,0
17153,18906.89,83.5416666666667,26.3677083333333,0
17154,21410.4,83.3645833333333,26.375,0.254
17155,18998.98,87.6989583333333,25.553125,5.842
17156,20786.08,87.4260416666667,25.7270833333333,6.35
17157,18542.4,90.0729166666667,25.740625,2.794
17158,13904.71,92.5072916666667,25.2447916666667,18.542
17159,14366.23,89.575,26.1041666666667,1.524
17160,17630.94,89.0927083333333,26.2604166666667,6.096
17161,19959.79,87.3302083333333,26.2239583333333,10.16
17162,12667.66,91.6416666666667,24.734375,64.262
17163,16417.29,91.5645833333333,25.0541666666667,4.826
17164,20901.35,84.8916666666667,26.5364583333333,0
17165,18819.32,84.8135416666667,26.7020833333333,0
17166,20649.44,84.1291666666667,26.8072916666667,0
17167,19238.53,84.0510416666667,26.8197916666667,0
17168,20371.37,84.3666666666667,26.7677083333333,0
17169,17121.17,83.5489583333333,26.7270833333333,0
17170,17920.26,85.0552083333333,26.6385416666667,0
17171,19835.02,83.771875,26.54375,0
17172,21899.68,82.83125,26.346875,0
17173,21348.59,81.034375,26.125,0
17174,21553.5,79.3979166666667,26.1802083333333,0
17175,22246.93,75.9260416666667,26.2291666666667,0
17176,20812.42,75.0697916666667,25.9791666666667,0
17177,17806.44,78.61875,26.2041666666667,0
17178,16557.03,79.7135416666667,26.6052083333333,0
17179,15707.36,80.2385416666667,26.1072916666667,0
17180,10546.06,81.2666666666667,26.075,0
17181,18725.77,81.4375,26.275,0
17182,20375.02,81.2197916666667,26.35625,0
17183,18586.15,78.4666666666667,26.3114583333333,0
17184,17830.88,73.3510416666667,26.2604166666667,0
17185,21944.55,77.5864583333333,26.0010416666667,0
17186,21851.06,78.9677083333333,25.7520833333333,0
17187,20149.45,79.9729166666667,26,0
17188,19376.29,82.2614583333333,25.9104166666667,0
17189,22322.76,81.3677083333333,25.9072916666667,0
17190,16159.28,82.3020833333333,25.7260416666667,0
17191,20622.47,81.3010416666667,26.028125,0
17192,20956.92,79.0114583333333,26.1958333333333,0
17193,21859.13,74.153125,25.3864583333333,0
17194,12527.57,83.86875,25.4270833333333,0
17195,21304.59,79.6322916666667,26.175,0.254
17196,23151.36,79.2052083333333,26.0302083333333,0
17197,14959.1,82.075,25.7333333333333,0
17198,19993.04,81.5822916666667,25.78125,0
17199,14888.81,83.3447916666667,25.365625,0
17200,20110.28,83.3177083333333,25.4541666666667,0
17201,18065.86,82.3885416666667,25.940625,0
17202,22535.14,80.3260416666667,26.1979166666667,0
17203,22302.5,78.709375,25.7979166666667,0.254
17204,23395.95,77.3916666666667,25.5302083333333,0
17205,19535.28,78.3145833333333,25.3333333333333,0.254
17206,24546.02,79.909375,25.6572916666667,0
17207,24418.42,77.3395833333333,25.3729166666667,0
17208,23899.07,82.0010416666667,25.8489583333333,1.27
17209,20213.25,81.8604166666667,25.8552083333333,0
17210,24767.95,81.2552083333333,25.8104166666667,0
17211,23735.84,77.9927083333333,25.471875,0
17212,22031.33,80.0583333333333,25.3229166666667,0
17213,23569.61,80.5020833333333,25.7364583333333,2.286
17214,22560.01,76.43125,25.709375,0
17215,22742.87,75.596875,25.5166666666667,0.762
17216,19000.73,83.5166666666667,24.7302083333333,3.81
17217,18330.15,82.3395833333333,25.3854166666667,1.27
17218,22585.51,78.6864583333333,25.921875,0
17219,24789.85,77.171875,25.9197916666667,0
17220,24116.6,77.715625,25.9697916666667,0.762
17221,24106.99,79.3677083333333,25.659375,0.254
17222,19837.45,80.5322916666667,25.9010416666667,0
17223,15400.99,86.028125,26.340625,0
17224,23964.08,84.015625,26.7291666666667,0
17225,20211.97,83.3333333333333,26.459375,0
17226,21716.39,81.4708333333333,26.3552083333333,0
17227,21173.08,80.7552083333333,26.2916666666667,0
17228,21351.76,81.3375,26.2458333333333,0
17229,19816.81,80.4072916666667,26.4333333333333,0
17230,22172.96,75.5416666666667,26.109375,0.254
17231,22698.67,79.4,25.9645833333333,6.858
17232,24272.08,77.8958333333333,26.1822916666667,0.254
17233,17061.26,79.225,25.7427083333333,0
17234,9679.61,86.4645833333333,24.853125,4.318
17235,12658.73,87.5083333333333,25.75,11.43
17236,21499.17,81.3645833333333,26.50625,0.762
17237,22735.62,79.590625,26.3927083333333,0
17238,25453.02,74.0166666666667,26.23125,0
17239,26209.01,78.5020833333333,25.8416666666667,1.016
17240,21827.93,84.3354166666667,25.9604166666667,10.922
17241,24646.27,80.7979166666667,26.03125,0
17242,21616.72,82.0427083333333,25.828125,0
17243,24319.11,80.109375,26.0010416666667,0.254
17244,24750.11,78.0395833333333,26.3239583333333,0
17245,26305.91,76.0177083333333,26.1260416666667,0
17246,18600.95,77.6645833333333,26.1239583333333,0
17247,24623.52,77.35625,26.184375,0
17248,25466.26,78.20625,26.175,0.254
17249,24875.51,75.5885416666667,26.3385416666667,0
17250,23996.03,78.90625,25.9510416666667,0
17251,13720.8,87.29375,24.6947916666667,26.162
17252,25346.91,77.5479166666667,26.003125,0.254
17253,27795.11,78.8197916666667,26.0072916666667,0
17254,26802.24,78.3458333333333,26.20625,0
17255,18291.98,84.296875,25.8041666666667,1.016
17256,26238.6,79.171875,26.7083333333333,0
17257,24648.59,81.1104166666667,26.9885416666667,0
17258,21697.42,82.146875,27.1875,0
17259,8834.28,90.0145833333333,25.6333333333333,6.858
17260,4612.01,93.1114583333333,25.175,16.764
17261,17146.22,90.1197916666667,25.3052083333333,21.844
17262,13086.4,91.29375,25.3458333333333,0.508
17263,13983.37,89.515625,25.434375,27.686
17264,13217.69,88.4697916666667,25.9375,2.032
17265,13173.37,91.1520833333333,25.1,45.72
17266,18820.66,86.871875,25.9666666666667,0
17267,19520.98,83.93125,26.6,0
17268,25973.39,83.9760416666667,26.8895833333333,0
17269,20662.43,85.9229166666667,26.5541666666667,4.572
17270,20720.36,82.9802083333333,26.7770833333333,0.254
17271,22979.7,80.778125,26.615625,0
17272,23505.46,79.7322916666667,26.8760416666667,0
17273,26027.39,74.7541666666667,26.6125,0
17274,25762.62,76.44375,26.4885416666667,0.762
17275,26132.76,77.9010416666667,26.315625,0
17276,25649.66,80.2333333333333,26.021875,0
17277,27020.79,76.3802083333333,26.2833333333333,0
17278,24257.15,77.3770833333333,26.459375,0
17279,26343.38,74.1572916666667,26.76875,0
17280,4681.08,91.15,24.7260416666667,45.466
17281,10136.35,92.4552083333333,24.7083333333333,18.034
17282,10526.43,92.8041666666667,24.840625,13.716
17283,21491.88,88.3458333333333,25.709375,8.128
17284,20417.02,85.215625,26.4041666666667,0
17285,15875.76,81.89375,26.3385416666667,3.048
17286,6778.78,88.9958333333333,25.2604166666667,23.368
17287,15283.06,89.609375,25.0114583333333,45.212
17288,17899.66,91.3541666666667,25.075,10.16
17289,21745.78,86.3916666666667,26.184375,0.508
17290,14029.28,90.803125,25.809375,14.986
17291,18512.39,91.2166666666667,26.009375,19.812
17292,17909.41,88.875,26.3447916666667,0.508
17293,5502.68,95.2291666666667,24.4802083333333,71.374
17294,11248.22,94.0927083333333,24.115625,20.828
17295,16218.06,90.571875,25.565625,1.778
17296,6029.93,93.6541666666667,25.1125,1.778
17297,24171.95,87.0552083333333,26.68125,0
17298,21876.32,86.4291666666667,27.4385416666667,0
17299,8584.63,92.8520833333333,25.2739583333333,22.352
17300,27810.36,83.3125,26.625,0
17301,19250.35,85.7145833333333,27.3041666666667,0.254
17302,9916.09,91.9447916666667,26.3822916666667,10.668
17303,11982.97,93.1677083333333,25.4427083333333,10.16
17304,8964.05,93.7791666666667,24.7125,56.134
17305,13069.57,93.790625,24.8239583333333,7.874
17306,18111.42,91.4416666666667,25.2354166666667,55.88
17307,12496.33,92.928125,24.4625,50.546
17308,6833.98,96.565625,23.5614583333333,27.432
17309,19494.74,90.5177083333333,24.4447916666667,26.416
17310,21544.42,90.6916666666667,24.73125,71.12
17311,18434.75,89.3854166666667,25.190625,0
17312,21406.69,84.9635416666667,26.1072916666667,0.508
17313,21051.29,84.9135416666667,26.3177083333333,0
17314,21184.06,85.4875,26.49375,0.508
17315,15327.1,87.1583333333333,25.99375,0
17316,19212.85,86.0322916666667,26.1489583333333,0.254
17317,16955.51,89.4614583333333,25.21875,13.208
17318,13361.79,89.2583333333333,25.45,3.81
17319,11723.56,92.2697916666667,24.84375,25.146
17320,14689.98,89.25,25.425,0.254
17321,18098.78,89.39375,25.8052083333333,0.762
17322,18624.02,87.2875,26.2333333333333,0.254
17323,9080.37,93.5489583333333,25.0072916666667,20.066
17324,15402.72,92.1416666666667,25.24375,1.27
17325,6761.65,94.55,24.4666666666667,3.048
17326,11573.58,91.8666666666667,24.49375,12.7
17327,16974.16,87.4083333333333,25.2927083333333,0
17328,18409.32,88.084375,26.2708333333333,0.762
17329,15417.89,90.525,25.7104166666667,5.08
17330,17271.33,89.0822916666667,25.6864583333333,2.032
17331,11903.59,93.1083333333333,24.89375,58.928
17332,11471.72,93.3114583333333,24.7854166666667,12.7
17333,17817.81,88.5583333333333,25.525,0
17334,14336.33,91.7572916666667,25.5322916666667,10.414
17335,10745.68,92.8052083333333,25.3822916666667,13.208
17336,23046.38,85.1385416666667,27.1697916666667,0
17337,4420.42,89.7552083333333,25.015625,0
17338,14291.8,89.4510416666667,25.3083333333333,1.524
17339,9747.48,92.221875,25.7104166666667,13.97
17340,11722.33,91.69375,25.3666666666667,4.064
17341,14518.73,93.2677083333333,25.3916666666667,22.352
17342,18984.28,85.8239583333333,26.8875,0.254
17343,8737.19,90.046875,25.5427083333333,7.112
17344,15621.65,88.3572916666667,24.5166666666667,12.192
17345,17322.89,88.3145833333333,26.1333333333333,0
17346,7112.91,93.3,24.8104166666667,3.81
17347,11991.86,91.946875,25.3666666666667,1.778
17348,20709.66,86.984375,26.7625,0
17349,14127.96,88.2770833333333,26.496875,0
17350,13148.99,90.871875,26.2114583333333,5.588
17351,13069.27,90.028125,26.1760416666667,8.636
17352,22620.77,85.3760416666667,27.1614583333333,0
17353,14606.86,87.6083333333333,26.496875,0
17354,5900.91,93.9864583333333,24.4958333333333,3.048
17355,13084.63,90.1208333333333,25.2510416666667,12.192
17356,14476.37,90.5927083333333,24.7375,1.27
17357,8738.82,91.9645833333333,25.0822916666667,4.064
17358,16800.76,89.5177083333333,25.0802083333333,1.778
17359,16713.87,87.9708333333333,25.765625,0
17360,10959.12,91.884375,24.9510416666667,4.572
